champion_name,win_rates,wins,losses,date
Veigar,100.0,1,0,2021-02-24 11:09:42.018604
Morgana,100.0,1,0,2021-02-24 11:09:42.018604
Ahri,100.0,1,0,2021-02-24 11:09:42.018604
Darius,100.0,1,0,2021-02-24 11:09:42.018604
,100.0,1,0,2021-02-24 11:09:42.018604
