champion_name,wins,losses,kills_assists,deaths,date
Irelia,23,13,473,276,1616789386413
Fiora,2,0,12,9,1616789386413
Malphite,1,0,9,4,1616789386413
Poppy,0,1,1,6,1616789386413
Sylas,0,1,7,9,1616789386413
Yuumi,0,1,1,4,1616789386413
Janna,0,1,1,6,1616789386413
Annie,0,2,30,18,1616789386413
Lux,1,0,12,3,1616789386413
Rell,1,1,24,8,1616789386413
Seraphine,0,1,7,7,1616789386413
Lulu,1,1,20,7,1616789386413
Camille,1,0,12,8,1616789386413
